"Artifact ID","Title","Description","Submitted By","Submitted On","Last Modified","Closed","Group","Status","Category","Priority","Assigned To","In code","Item Link"
"artf1206","Standard system counter constants","A standard time-based system counter shall exist and this shall have constants named OSMAXALLOWEDVALUE, OSTICKSPERBASE, OSMINCYCLE. [OSEK123]
","Ken Tindell","03/08/2007 1:04 PM","02/05/2008 2:50 PM","02/05/2008 2:50 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1206/"
"artf1045","API calls protected with E_OS_DISABLEDINT","If interrupts are disabled and any OS services, excluding the interrupt services, are called outside of hook routines, then the Operating System shall return E_OS_DISABLEDINT. [OS093]

This has been interpreted to mean in extended status only (otherwise the standard status code would slow down tremendously). Also the term ""interrupts are disabled"" is vague and in some interpretations is meaningless (since an API call can be called from an ISR sometimes; also tasks can have interrupts locked due to sharing a resource with an ISR). The interpretation of ""interrupts are disabled"" is taken to mean ""via the SuspendAllInterrupts, DisableAllInterrupts and SuspendOSInterrupts"" calls, since it is indeed illegal to call API calls after these.","Ken Tindell","03/05/2007 10:05 PM","02/09/2008 6:16 PM","02/09/2008 6:16 PM","AUTOSAR OS 2.0","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1045/"
"artf1096","FIFO scheduling within each priority","The scheduler shall provide a priority preemptive dispatcher using a FIFO scheme within each priority with each activation treated as a separate queue operation. See section 4.5 of OS spec (doc1002). [OSEK012]","Ken Tindell","03/08/2007 11:19 AM","02/09/2008 6:22 PM","02/09/2008 6:22 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1096/"
"artf1085","The RTOS shall support OSEK ECC2.","The RTOS shall support OSEK ECC2. See 3-3 p14 of OSEK OS spec 2.2.3 (doc1002). [OSEK001]","Ken Tindell","03/08/2007 10:57 AM","02/09/2008 6:20 PM","02/09/2008 6:20 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1085/"
"artf1095","Task starting point","After activation the task is ready to execute from the first statement. See section 4.3 of OS spec (doc1002) [OSEK011]

","Ken Tindell","03/08/2007 11:18 AM","02/09/2008 6:20 PM","02/09/2008 6:20 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1095/"
"artf1101","Resources are shareable between tasks and ISRs","The RTOS shall support resources shared between tasks and ISRs according to the protocol defined in 8.6 p32 (doc1002). [OSEK017]
","Ken Tindell","03/08/2007 11:23 AM","02/09/2008 6:26 PM","02/09/2008 6:26 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1101/"
"artf1100","RES_SCHEDULER automatically generated","A resource called RES_SCHEDULER shall be automatically generated with a ceiling priority equal to the priority of the highest priority task. [OSEK016]
","Ken Tindell","03/08/2007 11:22 AM","02/09/2008 6:23 PM","02/09/2008 6:23 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1100/"
"artf1110","Hook functions run at ISR level","Hook functions shall run with ISR category 2 interrupts disabled. See 11.1 39 (doc1002). [OSEK026]","Ken Tindell","03/08/2007 11:30 AM","02/09/2008 6:53 PM","02/09/2008 6:53 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1110/"
"artf1042","Autorelease of resources on termination","If a task returns from the entry function without making a TerminateTask() or ChainTask() call and still holds OSEK Resources, the Operating System shall release them. [OS070]
","Ken Tindell","03/05/2007 10:02 PM","02/09/2008 6:11 PM","02/09/2008 6:11 PM","AUTOSAR OS 2.0","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1042/"
"artf1124","OS_SYS_ codes","Internal OS-specific error codes shall begin with the prefix “OS_SYS_”. See 13.1 p49 (doc1002). [OSEK040]
","Ken Tindell","03/08/2007 11:42 AM","02/10/2008 10:43 PM","02/10/2008 10:43 PM","OSEK OS","Reviewed","","4","None","Yes","http://10.211.55.3/sf/go/artf1124/"
"artf1222","Error hook declaration","The error hook shall be declared as specified in 13.8.2.1 p68 (doc1002). [OSEK139]","Ken Tindell","03/08/2007 1:19 PM","02/10/2008 10:46 PM","02/10/2008 10:46 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1222/"
"artf1162","SetEvent() callable from ISR level","SetEvent() shall be callable from a task or an ISR. See 13.5.3.1 p59 (doc1002). [OSEK079].
","Ken Tindell","03/08/2007 12:29 PM","02/10/2008 10:55 PM","02/10/2008 10:55 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1162/"
"artf1123","Error code values","The 8 standard error codes specified in 13.1 p49 (doc1002) shall have the numeric values as specified. [OSEK039]
","Ken Tindell","03/08/2007 11:41 AM","02/10/2008 11:17 PM","02/10/2008 11:17 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1123/"
"artf1229","OSErrorGetServiceId() returning pre-defined constants","OSErrorGetServiceId() shall return pre-defined constants of the form OSServiceId_x where x represents the name of the API call. See 13.8.4 p69 and 11.1 p41 (doc1002). [OSEK146]","Ken Tindell","03/08/2007 1:25 PM","02/11/2008 12:11 AM","02/11/2008 12:11 AM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1229/"
"artf1224","PreTaskHook declaration","The pre-task hook shall be declared as specified in 13.8.2.2 p68 (doc1002). [OSEK141]
","Ken Tindell","03/08/2007 1:20 PM","02/11/2008 4:23 PM","02/11/2008 4:23 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1224/"
"artf1226","Startup hook declaration","The startup hook shall be declared as specified in 13.8.2.4 p69 (doc1002). [OSEK143]","Ken Tindell","03/08/2007 1:21 PM","02/11/2008 4:25 PM","02/11/2008 4:25 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1226/"
"artf1178","WaitEvent() behaviour","WaitEvent() shall, if the task is placed in the WAITING state, release any internal resources and invoke the scheduler to run the highest priority. See 13.5.3.4 p61 (doc1002). [OSEK095]
","Ken Tindell","03/08/2007 12:40 PM","02/11/2008 4:31 PM","02/11/2008 4:31 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1178/"
"artf1213","GetActiveApplicationMode() behaviour","GetActiveApplicationMode() shall return the active application mode. [OSEK130]","Ken Tindell","03/08/2007 1:11 PM","02/11/2008 4:35 PM","02/11/2008 4:35 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1213/"
